date,val
10 Fev 2012,5.6
11 Fev 2012,5.51
12 Fev 2012,5.26
13 Fev 2012,4.46
14 Fev 2012,4.33
15 Fev 2012,4.27
16 Fev 2012,4.41
17 Fev 2012,4.22
18 Fev 2012,4.39
19 Fev 2012,4.36
20 Fev 2012,4.27
21 Fev 2012,4.42
22 Fev 2012,5.01
23 Fev 2012,5.03
24 Fev 2012,4.77
25 Fev 2012,4.92
26 Fev 2012,4.96
27 Fev 2012,4.87
28 Fev 2012,4.86
29 Fev 2012,4.92
01 Mar 2012,4.7
02 Mar 2012,4.61
03 Mar 2012,4.82
04 Mar 2012,4.98
05 Mar 2012,4.99
06 Mar 2012,4.94
07 Mar 2012,4.93
08 Mar 2012,4.86
09 Mar 2012,4.83
10 Mar 2012,4.91
11 Mar 2012,4.89
12 Mar 2012,5.27
13 Mar 2012,5.38
14 Mar 2012,5.33
15 Mar 2012,5.34
16 Mar 2012,5.22
16 Mar 2012,5.22
17 Mar 2012,5.28
18 Mar 2012,4.69
19 Mar 2012,4.84
20 Mar 2012,4.81
21 Mar 2012,4.7
22 Mar 2012,4.69
23 Mar 2012,4.68
24 Mar 2012,4.55
25 Mar 2012,4.62
26 Mar 2012,4.81
27 Mar 2012,4.79
28 Mar 2012,4.81
29 Mar 2012,4.86
30 Mar 2012,4.91
31 Mar 2012,4.83
01 Abr 2012,4.97
02 Abr 2012,4.95
03 Abr 2012,4.91
04 Abr 2012,4.92
05 Abr 2012,4.95
06 Abr 2012,4.69
07 Abr 2012,4.79
08 Abr 2012,4.87
09 Abr 2012,4.84
10 Abr 2012,4.93
11 Abr 2012,4.92
12 Abr 2012,4.94
13 Abr 2012,4.96
14 Abr 2012,4.97
15 Abr 2012,4.93
16 Abr 2012,4.98
17 Abr 2012,5.12
18 Abr 2012,5.14
19 Abr 2012,5.35
20 Abr 2012,5.26
21 Abr 2012,5.2
22 Abr 2012,4.96
23 Abr 2012,5.1
24 Abr 2012,5.13
25 Abr 2012,5.1
26 Abr 2012,5.11
27 Abr 2012,4.98
28 Abr 2012,4.9
29 Abr 2012,4.95
30 Abr 2012,5.0
01 Mai 2012,5.07
02 Mai 2012,5.13
03 Mai 2012,5.07
04 Mai 2012,5.08
05 Mai 2012,5.05
06 Mai 2012,5.06
07 Mai 2012,5.05
08 Mai 2012,5.04
09 Mai 2012,4.85
10 Mai 2012,4.96
11 Mai 2012,4.95
12 Mai 2012,4.93
13 Mai 2012,5.01
14 Mai 2012,5.04
15 Mai 2012,5.09
15 Mai 2012,5.09
